id|source|fname|lname|street_address|district|voivodship|postcode|preferred|est_income|own_or_rent|purchases
7875|A|IGOR|Pieckenhagen|Poczta Szczawin, ul. Warszawska 5|gostyniński|MAZOWIECKIE|9550|0||U|9915.0
7881|A|ANTONI|Ciemieliński|Poczta Mokobody, ul. Chreptowicza 8a 64|siedlecki|MAZOWIECKIE|8124|1||U|142474.0
7886|A|DOMINIK|Dębogórski|Skrytki Pocztowe Poczta Wołomin 003, Al. Niepodległości 17|wołomiński|MAZOWIECKIE|5202|0||U|378655.0
7896|A|KAJA|Nechajewicz|Poczta Ostrówek koło Węgrowa, ul. Fabryczna 136a 85|węgrowski|MAZOWIECKIE|7132|0||U|318870.0
7900|A|OLIWIA|Oliszkiewicz|Poczta Zabrodzie, ul. Jana Pawła 16|wyszkowski|MAZOWIECKIE|7230|1||U|4922.0
7905|A|SZYMON|Podórski|Poczta Miszewo Murowane, ul. Pocztowa 1|płocki|MAZOWIECKIE|9471|0||U|26590.0
7906|A|ARTUR|Mionska|Skrytki Pocztowe Poczta Mińsk Mazowiecki 002, ul. Plac Dworcowy 3|miński|MAZOWIECKIE|5303|0||U|192830.0
7908|A|MIŁOSZ|Jaroniecki|Poczta Filia UP Grodzisk Mazowiecki 001, ul. Sienkiewicza 52|grodziski|MAZOWIECKIE|5826|0||U|79025.0
7910|A|NATALIA|Dałoń|Poczta Maciejowice koło Garwolina, ul. Kościelna 3|garwoliński|MAZOWIECKIE|8480|0||U|205665.0
7912|A|IGOR|Zakocińska|Poczta Oddział UP Lubowidz, ul. Syberia 14|żuromiński|MAZOWIECKIE|9303|0||U|14790.0
7919|A|BORYS|Nisiołek|Poczta Oddział UP Raciąż koło Sierpca, ul. Gralewo 12|płoński|MAZOWIECKIE|9166|1||U|34500.0
7957|A|WERONIKA|Naleźny|Poczta Rogozino, ul. Rogozino 20|płocki|MAZOWIECKIE|9442|1||U|2620.0
7963|A|PIOTR|Obodyński|Poczta Dobrzyków, ul. Obrońców Dobrzykowa 54|płocki|MAZOWIECKIE|9522|0||U|103580.0
7982|A|EMILIA|Alpert|Poczta Żuromin, ul. Warszawska 7/13|żuromiński|MAZOWIECKIE|9300|0||U|88470.0
7987|A|ALEKSANDRA|Golasiński|Poczta Dalekie 49|wyszkowski|MAZOWIECKIE|7211|0||U|93215.0
7991|A|MATEUSZ|Głakowska|Poczta Filia UP Zegrze Południowe, ul. Profesora Groszkowskiego 24|legionowski|MAZOWIECKIE|5131|0||U|19055.0
7992|A|KLARA|Łopuch|Poczta Dalekie 25|wyszkowski|MAZOWIECKIE|7211|0||U|148515.0
7997|A|MILENA|Grazik|Poczta Ciechanów 002, ul. Sienkiewicza 71b 8|ciechanowski|MAZOWIECKIE|6410|0||U|165000.0
8005|A|ALICJA|Grzegor|Poczta Kłudzienko 36|grodziski|MAZOWIECKIE|5824|1||U|123550.0
8007|A|SARA|Jósiuk|Poczta Maciejowice koło Garwolina, ul. Kościelna 3|garwoliński|MAZOWIECKIE|8480|0||U|43500.0
8013|A|MACIEJ|Carlson|Poczta Wyszków 003, ul. Aleja Wolności 9|wyszkowski|MAZOWIECKIE|7201|1||U|34500.0
8014|A|JULIA|Kłysiewski|Skrytki Pocztowe Poczta Ostrołęka 007, ul. Żeromskiego 13|M. Ostrołęka|MAZOWIECKIE|7417|1||U|57165.0
8017|A|IGOR|Palczak|Poczta Filia UP Piaseczno koło Warszawy 001, ul. Kordiana 11|piaseczyński|MAZOWIECKIE|5502|0||U|305470.0
8019|A|DOMINIK|Mamourian|Skrytki Pocztowe Poczta Przasnysz 001, ul. 3 Maja 11|przasnyski|MAZOWIECKIE|6300|0||U|152180.0
8027|A|KLARA|Chuzik|Poczta Nowa Wieś koło Ostrołęki, ul. Parkowa 1|ostrołęcki|MAZOWIECKIE|7416|0||U|57165.0
8037|A|ALEKSANDRA|Palman|Poczta Małkinia 92|ostrowski|MAZOWIECKIE|7320|0||U|35790.0
8039|A|FRANCISZEK|Siedlasz|Skrytki Pocztowe Poczta Dęblin 001, ul. Bankowa 17|rycki|LUBELSKIE|8530|0||U|91445.0
8041|A|NATAN|Sendał|Skrytki Pocztowe Poczta Pułtusk 004, ul. Tartaczna 71|pułtuski|MAZOWIECKIE|6102|0||U|14790.0
8043|A|BARTŁOMIEJ|Żwaruła|Poczta Świercze, ul. Wiejska 3b 80|pułtuski|MAZOWIECKIE|6150|0||U|93215.0
8046|A|KAMIL|Wilicki|Poczta Wyszków 001, ul. Daszyńskiego 27|wyszkowski|MAZOWIECKIE|7200|0||U|250500.0
8049|A|PAWEŁ|Satarowski|Poczta Platerów 65|łosicki|MAZOWIECKIE|8210|0||U|334460.0
8050|A|SARA|Kodnianko|Poczta Ostrówek koło Węgrowa, ul. Fabryczna 136a 33|węgrowski|MAZOWIECKIE|7132|0||U|92200.0
8052|A|LENA|Prożniewska|Poczta Dobre koło Mińska Mazowieckiego, ul. Kościuszki 28|miński|MAZOWIECKIE|5307|0||U|49505.0
8061|A|EMILIA|Malchrowicz|Poczta Dąbrowa koło Mławy, ul. Dąbrowa koło Mławy 79|mławski|MAZOWIECKIE|6522|1||U|283515.0
8063|A|ALEKSANDER|Szott|Poczta Słomczyn 82|piaseczyński|MAZOWIECKIE|5507|0||U|250065.0
8070|A|WIKTORIA|Arnadys|Poczta Oddział UP Strzegowo, ul. Niedzbórz 37|mławski|MAZOWIECKIE|6458|0||U|44985.0
8072|A|NADIA|Klimascha|Poczta Zuzela 82|ostrowski|MAZOWIECKIE|7321|0||U|371205.0
8084|A|ADAM|Smirny|Poczta Ciechanów 006, ul. Batalionów Chłopskich 17A 65|ciechanowski|MAZOWIECKIE|6413|0||U|3080.0
8095|A|BARTŁOMIEJ|Koschnicka|Poczta Piski 82|ostrołęcki|MAZOWIECKIE|7406|0||U|64830.0
8096|A|JAKUB|Grazul|Poczta Krasnosielc 26|makowski|MAZOWIECKIE|6212|0||U|124770.0
8106|A|MATYLDA|Dekker|Poczta Zaręby koło Chorzel 45|przasnyski|MAZOWIECKIE|6333|0||U|101000.0
8108|A|KAJA|Palbow|Poczta Filia UP Zegrze Południowe, ul. Modlińska 1|legionowski|MAZOWIECKIE|5135|0||U|108925.0
8114|A|MATEUSZ|Biesieda|Poczta Otwock 003, ul. Lecha 1|otwocki|MAZOWIECKIE|5401|0||U|129055.0
8115|A|IGNACY|Kobryło|Poczta Ostrówek koło Węgrowa, ul. Fabryczna 136a 69|węgrowski|MAZOWIECKIE|7132|0||U|211000.0
8116|A|ALAN|Wyręba|Poczta Krześlin 7|siedlecki|MAZOWIECKIE|8104|0||U|93215.0
8125|A|ANTONI|Perhiniec|Poczta Filia UP Zegrze Południowe, ul. Profesora Groszkowskiego 24|legionowski|MAZOWIECKIE|5131|0||U|114280.0
8147|A|NATAN|Wójtuściszyn|Poczta Kołbiel, ul. Kościuszki 1|otwocki|MAZOWIECKIE|5340|0||U|57165.0
8148|A|JAN|Lubnau|Poczta Mińsk Mazowiecki 002, ul. Plac Dworcowy 3|miński|MAZOWIECKIE|5303|1||U|13785.0
8151|A|WIKTOR|Mamoch|Skrytki Pocztowe Poczta Przasnysz 001, ul. 3 Maja 11|przasnyski|MAZOWIECKIE|6300|0||U|34500.0
8158|A|ADAM|Kapitulski|Poczta Grudusk, ul. Ciechanowska 54|ciechanowski|MAZOWIECKIE|6460|0||U|103580.0
8163|A|BLANKA|Bącek|Poczta Rząśnik koło Pułtuska, ul. Jesionowa 21|wyszkowski|MAZOWIECKIE|7205|0||U|57807.0
8180|A|NINA|Rychli|Poczta Bojmie 4|siedlecki|MAZOWIECKIE|8122|0||U|12459.0
8183|A|PIOTR|Ścinbak|Poczta Józefów koło Otwocka 001, ul. Świderska 1|otwocki|MAZOWIECKIE|5420|0||U|148515.0
8195|A|NELA|Wypusek|Poczta Miszewo Murowane, ul. Pocztowa 1|płocki|MAZOWIECKIE|9471|0||U|3585.0
8202|A|JAKUB|Łuszczewski|Poczta Grodziec agencja pocztowa UP Czerwińsk nad Wisłą, ul. Grodziec koło Płocka 3|płoński|MAZOWIECKIE|9151|0||U|46585.0
8204|A|FRANCISZEK|Pupejko|Poczta Siedlce 004, ul. Brzeska 131|M. Siedlce|MAZOWIECKIE|8102|0||U|99010.0
8209|A|WOJCIECH|Nielepkiewicz|Poczta Siedlce 001, ul. Piłsudskiego 2|M. Siedlce|MAZOWIECKIE|8100|1||U|22485.0
8218|A|JULIA|Wawryków|Poczta Krasiniec 32|makowski|MAZOWIECKIE|6211|0||U|14500.0
8227|A|WOJCIECH|Sztefik|Skrytki Pocztowe Poczta Płońsk 001, ul. Grunwaldzka 42|płoński|MAZOWIECKIE|9100|0||U|82450.0
8230|A|MAJA|Bergoł|Poczta Piaseczno koło Warszawy 005, ul. Szkolna 16|piaseczyński|MAZOWIECKIE|5508|0||U|200355.0
8240|A|HUBERT|Poniewaś|Skrytki Pocztowe Poczta Ostrołęka 007, ul. Żeromskiego 13|M. Ostrołęka|MAZOWIECKIE|7417|1||U|34500.0
8247|A|SZYMON|Zentera|Poczta Poręba nad Bugiem 88|wyszkowski|MAZOWIECKIE|7308|0||U|76900.0
8248|A|ANIELA|Konorka|Skrytki Pocztowe Poczta Wołomin 003, Al. Niepodległości 17|wołomiński|MAZOWIECKIE|5202|0||U|284270.0
8251|A|SARA|Wank|Poczta Otwock 004 (Świder), ul. Jasna 3|otwocki|MAZOWIECKIE|5402|0||U|73680.0
8252|A|MAKSYMILIAN|Wiaź|Poczta Przasnysz 004, ul. Sportowa 1|przasnyski|MAZOWIECKIE|6302|1||U|92200.0
8253|A|MICHAŁ|Widerek|Skrytki Pocztowe Poczta Przasnysz 001, ul. 3 Maja 11|przasnyski|MAZOWIECKIE|6300|1||U|78245.0
8269|A|KSAWERY|Demuć|Poczta Andrzejewo koło Czyżewa, ul. Rynek 17|ostrowski|MAZOWIECKIE|7305|0||U|124770.0
8273|A|BARTŁOMIEJ|Standewicz|Poczta Biała koło Płocka, ul. Biała 129|płocki|MAZOWIECKIE|9411|0||U|196474.0
8280|A|GABRIELA|Sokacz|Poczta Dąbrówka koło Radzymina, ul. Kościuszki 14|wołomiński|MAZOWIECKIE|5252|0||U|133765.0
8285|A|DOMINIK|Popowski|Poczta Filia UP Garwolin 001, ul. Dworcowa 12|garwoliński|MAZOWIECKIE|8410|0||U|83180.0
8288|A|ALAN|Żukower|Poczta Ostrołęka 004, ul. Korczaka 4|M. Ostrołęka|MAZOWIECKIE|7409|1||U|121785.0
8290|A|ANTONI|Gabbero|Poczta Filia UP Zegrze Południowe, ul. Profesora Groszkowskiego 24|legionowski|MAZOWIECKIE|5131|0||U|222785.0
8293|A|AGATA|Kokoruza|Poczta Wola Prażmowska 77|piaseczyński|MAZOWIECKIE|5505|0||U|73770.0
8304|A|STANISŁAW|Pelkner|Poczta Jadów, ul. Jana Pawła II 23|wołomiński|MAZOWIECKIE|5280|0||U|124575.0
8305|A|IGA|Batiuk|Poczta Ciechanów 001, ul. Grodzka 1|ciechanowski|MAZOWIECKIE|6400|0||U|186430.0
8311|A|IGOR|Kowczarek|Poczta Belsk Duży koło Grójca 22|grójecki|MAZOWIECKIE|5622|1||U|242075.0
8317|A|JAGODA|Majdura|Poczta Szydłowo koło Mławy, ul. Szydłowo koło Mławy 10|mławski|MAZOWIECKIE|6516|0||U|76900.0
8327|A|IGA|Klempert|Poczta Konopki, ul. Kwiatowa 14|mławski|MAZOWIECKIE|6560|0||U|29990.0
8328|A|KAJETAN|Obalik|Skrytki Pocztowe Poczta Zielonka koło Warszawy 001, ul. Jagiellońska 13|wołomiński|MAZOWIECKIE|5220|0||U|247350.0
8330|A|ŁUCJA|Mirkulin|Poczta Sanniki, ul. Warszawska 154|gostyniński|MAZOWIECKIE|9540|0||U|44985.0
8335|A|BLANKA|Ostafiejczyk|Poczta Sabnie, ul. Spokojna 7|sokołowski|MAZOWIECKIE|8331|0||U|117845.0
8336|A|MAGDALENA|Żarówska|Poczta Dąbrowa koło Mławy, ul. Dąbrowa koło Mławy 79|mławski|MAZOWIECKIE|6522|0||U|49180.0
8337|A|BARTŁOMIEJ|Szkretka|Poczta Siedlce 002, Pl. Zdanowskiego 2|M. Siedlce|MAZOWIECKIE|8110|1||U|121785.0
8366|A|MICHAŁ|Saladra|Poczta Zielonka koło Warszawy 001, ul. Jagiellońska 13|wołomiński|MAZOWIECKIE|5220|0||U|17704.0
8379|A|EMILIA|Helf|Poczta Lelice, ul. Płocka 10|sierpecki|MAZOWIECKIE|9212|0||U|44970.0
8388|A|LENA|Konopalski|Poczta Glinojeck, ul. Generała Bema Józefa 1|ciechanowski|MAZOWIECKIE|6450|0||U|77385.0
8390|A|IGNACY|Fetlak|Poczta Oddział UP Raciąż koło Sierpca, ul. Gralewo 12|płoński|MAZOWIECKIE|9166|0||U|99010.0
8399|A|MACIEJ|Szypko|Poczta Goworowo, ul. Szkolna 10|ostrołęcki|MAZOWIECKIE|7440|1||U|169180.0
8416|A|MARIA|Lotowski|Poczta Zegrze Południowe, ul. Warszawska 13|legionowski|MAZOWIECKIE|5130|0||U|29262.0
8427|A|FRANCISZEK|Mosjewicz|Poczta Bielany, ul. Bielany Jarosławy 45|sokołowski|MAZOWIECKIE|8311|0||U|51500.0
8437|A|OSKAR|Trofimowski|Poczta Borowie koło Garwolina, ul. Sasimowskiego 2|garwoliński|MAZOWIECKIE|8412|0||U|51500.0
8438|A|HANNA|Kiszczeński|Poczta Lipa koło Przasnysza 29|przasnyski|MAZOWIECKIE|6322|0||U|9990.0
8443|A|IGA|Marzoł|Skrytki Pocztowe Poczta Góra Kalwaria 001, ul. Kalwaryjska 14|piaseczyński|MAZOWIECKIE|5530|1||U|327970.0
8444|A|MARCEL|Waźniewicz|Poczta Kornica 48|łosicki|MAZOWIECKIE|8205|1||U|303613.0
8446|A|MATYLDA|Agenfeld|Poczta Żelechów, ul. Traugutta 3a 54|garwoliński|MAZOWIECKIE|8430|0||U|82500.0
8450|A|ALEKSANDRA|Golasiński|Poczta Dalekie 49|wyszkowski|MAZOWIECKIE|7211|0||U|14790.0
8452|A|KACPER|Bekert|Poczta Załuski 2|płoński|MAZOWIECKIE|9142|1||U|126639.0
8453|A|MICHALINA|Kociencki|Poczta Olszanka koło Łosic 78|łosicki|MAZOWIECKIE|8207|0||U|103650.0
8454|A|STANISŁAW|Paszkudzki|Poczta Popowo nad Bugiem 63|wyszkowski|MAZOWIECKIE|7204|0||U|53840.0
8456|A|MIKOŁAJ|Kolbierz|Poczta Nowy Kazuń, ul. Generała Bordziłowskiego 6|nowodworski|MAZOWIECKIE|5154|0||U|44985.0
8458|A|BORYS|Lisker|Poczta Józefów koło Otwocka 001, ul. Świderska 1|otwocki|MAZOWIECKIE|5420|0||U|107170.0
8460|A|MIKOŁAJ|Solima|Poczta Mińsk Mazowiecki 004, Pl. Dąbrowszczaków 1|miński|MAZOWIECKIE|5302|0||U|172680.0
8483|A|KAROLINA|Zeszyłek|Poczta Zegrze Południowe, ul. Warszawska 13|legionowski|MAZOWIECKIE|5130|0||U|87190.0
8491|A|PATRYK|Gzubicki|Poczta Wiązowna, ul. Lubelska 27b 56|otwocki|MAZOWIECKIE|5462|0||U|13785.0
8495|A|MICHALINA|Zimniński|Poczta Rząśnik koło Pułtuska, ul. Jesionowa 21|wyszkowski|MAZOWIECKIE|7205|0||U|25180.0
8499|A|MATYLDA|Szamerto|Poczta Płońsk 003, ul. 19 Stycznia 52|płoński|MAZOWIECKIE|9101|0||U|67455.0
8502|A|DAWID|Bowles|Skrytki Pocztowe Poczta Płońsk 001, ul. Grunwaldzka 42|płoński|MAZOWIECKIE|9100|0||U|97650.0
8504|A|MARIA|Budyń|Poczta Marki 001, ul. Sportowa 1|wołomiński|MAZOWIECKIE|5270|0||U|130785.0
8509|A|PAULINA|Gajownik|Poczta Brok, ul. Warszawska 15|ostrowski|MAZOWIECKIE|7306|0||U|99010.0
8518|A|IGNACY|Pulwert|Poczta Nowy Kazuń, ul. Generała Bordziłowskiego 6|nowodworski|MAZOWIECKIE|5154|0||U|8852.0
8519|A|SARA|Gartig|Poczta Sońsk, ul. Ciechanowska 16|ciechanowski|MAZOWIECKIE|6430|1||U|154500.0
8532|A|LENA|Molnicka|Poczta Wyszków 003, ul. Aleja Wolności 9|wyszkowski|MAZOWIECKIE|7201|0||U|5290.0
8536|A|LILIANNA|Paukowska|Skrytki Pocztowe Poczta Otwock 001, ul. Armii Krajowej 1|otwocki|MAZOWIECKIE|5400|0||U|57165.0
8542|A|JAN|Remblewicz|Poczta Krzesk-Królowa Niwa, ul. Krzesk-Królowa Niwa 20|siedlecki|MAZOWIECKIE|8111|0||U|23415.0
8546|A|MAJA|Januszczal|Poczta Mokobody, ul. Chreptowicza 8a 21|siedlecki|MAZOWIECKIE|8124|1||U|87190.0
8552|A|FILIP|Wolnichowska|Poczta Repki, ul. Parkowa 9|sokołowski|MAZOWIECKIE|8307|1||U|34500.0
8560|A|BARTŁOMIEJ|Bonowków|Poczta Siedlce 001, ul. Piłsudskiego 2|M. Siedlce|MAZOWIECKIE|8100|0||U|74585.0
8562|A|LILIANA|Piszczerowicz|Poczta Węgrów, ul. Piłsudskiego 4|węgrowski|MAZOWIECKIE|7100|0||U|34500.0
8566|A|PAULINA|Gluczkiewicz|Poczta Sobienie-Jeziory, ul. Garwolińska 18|otwocki|MAZOWIECKIE|8443|0||U|49500.0
8571|A|NIKOLA|Fernsner|Poczta Wyszków 001, ul. Daszyńskiego 27|wyszkowski|MAZOWIECKIE|7200|0||U|124575.0
8572|A|ZUZANNA|Galimula|Poczta Zegrze Południowe, ul. Warszawska 13|legionowski|MAZOWIECKIE|5130|1||U|97650.0
8578|A|HELENA|Postrach|Poczta Miszewo Murowane, ul. Pocztowa 1|płocki|MAZOWIECKIE|9471|1||U|142365.0
8587|A|OLIWIA|Janowicz vel Junowicz|Poczta Cegłów, ul. Kościuszki 6|miński|MAZOWIECKIE|5319|0||U|12015.0
8603|A|FRANCISZEK|Doberczuk|Poczta Korczew nad Bugiem, ul. Szkolna 3|siedlecki|MAZOWIECKIE|8108|0||U|65100.0
8608|A|ADAM|Mowiński|Poczta Nowodwór koło Dęblina 42|rycki|LUBELSKIE|8503|0||U|49180.0
8610|A|TOMASZ|Bornetko|Poczta Białobrzegi koło Zegrza, ul. Wojska Polskiego 13|legionowski|MAZOWIECKIE|5127|0||U|48830.0
8613|A|NADIA|Fibiek|Poczta Kadzidło, ul. Kościuszki 17|ostrołęcki|MAZOWIECKIE|7420|1||U|59590.0
8634|A|FABIAN|Biłokryła|Poczta Filia UP Legionowo 001, ul. Kardynała Stefana Wyszyńskiego 17|legionowski|MAZOWIECKIE|5122|0||U|219665.0
8636|A|NELA|Jowsa|Poczta Zakroczym, ul. Ojca Koźmińskiego D. 1|nowodworski|MAZOWIECKIE|5170|0||U|43500.0
8643|A|ALICJA|Burz|Poczta Złotokłos, ul. Dworcowa 1|piaseczyński|MAZOWIECKIE|5504|0||U|229020.0
8647|A|MARCEL|Szlaps|Poczta Mała Wieś, ul. Pocztowa 1|płocki|MAZOWIECKIE|9460|0||U|46830.0
8650|A|MAJA|Saganiewicz|Poczta Jakubów 16|miński|MAZOWIECKIE|5306|0||U|148500.0
8652|A|BORYS|Gąsianiec|Skrytki Pocztowe Poczta Ciechanów 002, ul. Sienkiewicza 71b 48|ciechanowski|MAZOWIECKIE|6410|0||U|12459.0
8684|A|ZUZANNA|Niewiesiewicz|Poczta Popowo nad Bugiem 98|wyszkowski|MAZOWIECKIE|7204|1||U|43500.0
8685|A|MICHALINA|Klaszewicz|Poczta Pomiechówek, ul. Modlińska 5|nowodworski|MAZOWIECKIE|5180|0||U|92200.0
8702|A|WERONIKA|Hablasek|Poczta Dobrzyków, ul. Obrońców Dobrzykowa 54|płocki|MAZOWIECKIE|9522|0||U|65694.0
8706|A|JULIA|Kątera|Poczta Sterdyń, ul. Wojska Polskiego 11|sokołowski|MAZOWIECKIE|8320|0||U|4990.0
8710|A|LILIANNA|Ropociński|Poczta Chotomów, ul. Partyzantów 27|legionowski|MAZOWIECKIE|5123|1||U|82450.0
8712|A|KAROL|Zasztowt|Poczta Oddział UP Lubowidz, ul. Syberia 14|żuromiński|MAZOWIECKIE|9303|0||U|29745.0
8719|A|JAN|Kotarowicz|Poczta Tłuszcz, ul. Warszawska 4|wołomiński|MAZOWIECKIE|5240|0||U|43500.0
8724|A|JULIAN|Zer|Skrytki Pocztowe Poczta Przasnysz 001, ul. 3 Maja 11|przasnyski|MAZOWIECKIE|6300|0||U|49100.0
8725|A|MACIEJ|Bielenczyk|Poczta Pruszków 006, ul. Helenowska 3|pruszkowski|MAZOWIECKIE|5804|0||U|51790.0
182927|B|POLA|POTOMPA|Poczta Brańszczyk, ul. Jana Pawła II 43|wyszkowski|mazowieckie|7221|2||U|54540.0
182928|B|WIKTORIA|SAWYCZ|Poczta Dąbrówka koło Radzymina, ul. Kościuszki 14|wołomiński|mazowieckie|5252|2||U|49100.0
182929|B|KACPER|BRYŁKIW|Poczta Mogielnica koło Grójca 4|grójecki|mazowieckie|5640|2||U|173575.0
182930|B|DOMINIK|SZMIGAS|Skrytki Pocztowe Poczta Filia UP Pruszków 001, ul. Partyzantów 2|pruszkowski|mazowieckie|5802|2||U|72450.0
182933|B|KORNELIA|SADOWSKY|Poczta Lipniki, ul. Stacha Konwy 22 A 9|ostrołęcki|mazowieckie|7436|2||U|64830.0
182934|B|BARTŁOMIEJ|WOSATKO|Poczta Rościszewo, ul. Jana Pawła II 30|sierpecki|mazowieckie|9204|2||U|9980.0
182935|B|PAWEŁ|JAWOSZUK|Poczta Żuromin, ul. Warszawska 7/13|żuromiński|mazowieckie|9300|2||U|81985.0
182938|B|LEON|RENSZMIT|Poczta Olszanka koło Łosic 46|łosicki|mazowieckie|8207|2||U|26556.0
182940|B|KORNELIA|KNILING|Poczta Jadów, ul. Jana Pawła II 23|wołomiński|mazowieckie|5280|2||U|146195.0
182942|B|MILENA|WIĘCZAREK|Poczta Oddział UP Pokrzywnica, ul. Dzierżenin 59|pułtuski|mazowieckie|6114|2||U|119180.0
182945|B|ALEKSANDRA|OSTRZYGAŁA|Poczta Brok, ul. Warszawska 15|ostrowski|mazowieckie|7306|2||U|43402.0
182946|B|ARTUR|KULAS|Poczta Krasiniec 11|makowski|mazowieckie|6211|2||U|154500.0
182949|B|MARTYNA|BOHOMAZOW|Poczta Ostrołęka 003, ul. I Armii WP 42|M. Ostrołęka|mazowieckie|7401|2||U|59715.0
182950|B|MARCEL|MOCHEL|Poczta Filia UP Grodzisk Mazowiecki 001, ul. Elizy Orzeszkowej 2A 14|grodziski|mazowieckie|5827|2||U|121185.0
